Time,Input,Output
1.61e-06,(-0.06879711326797476+0.11135310095688887j),(0.0843038-1.09335j)
1.615e-06,(0.19589480067508105-0.021220988502798195j),(-1.26855+0.938594j)
1.62e-06,(0.3106713335341655-0.06457582882560235j),(-1.70169+1.73246j)
1.6250000000000001e-06,(0.13508421355858016+0.008214569742414055j),(-1.05506+0.496952j)
1.63e-06,(-0.18517024017960235+0.09880303607004205j),(0.866836-1.47305j)
1.635e-06,(-0.37729979914558204+0.12310464657441679j),(1.38655-2.36291j)
1.64e-06,(-0.3267572853051942+0.08978996928261378j),(1.56898-1.99553j)
1.6450000000000001e-06,(-0.16303661060264382+0.0422137333959135j),(1.04716-0.975232j)
1.65e-06,(-0.07678341717640119-0.013805049151226767j),(0.638721-0.21587j)
1.655e-06,(-0.10964182949188586-0.08248817396018854j),(1.12979+0.138616j)
1.66e-06,(-0.1551643173775351-0.11260810744557358j),(1.57697+0.180085j)
1.665e-06,(-0.12493015096578497-0.031260929290751985j),(1.03603-0.258406j)
1.67e-06,(-0.052596039598391604+0.13839274580526847j),(-0.174945-1.17554j)
1.675e-06,(-0.02190554153740886+0.2491766823177581j),(-0.852506-1.87216j)
1.68e-06,(-0.046777494374333935+0.17729794695449377j),(-0.378833-1.49645j)
1.685e-06,(-0.06560259170460418-0.013462772633921448j),(0.542195-0.212375j)
1.6900000000000001e-06,(-0.03628095524549073-0.11409135754394117j),(0.74148+0.661927j)
1.695e-06,(0.012778241823615503-0.004677749437433395j),(-0.0703011+0.114111j)
1.7e-06,(0.03628095524549068+0.19429753989339574j),(-1.06107-1.21906j)
1.705e-06,(0.03411341880416933+0.24963228056493444j),(-1.26508-1.66184j)
1.71e-06,(0.030005922802067292+0.08807847557456337j),(-0.564229-0.55557j)
1.715e-06,(0.012093688789004789-0.11135310095688886j),(0.375147+0.812304j)
1.72e-06,(-0.051227022426389206-0.11717186842399399j),(0.8348+0.638173j)
1.725e-06,(-0.13166144838552662+0.0933267451389849j),(0.545702-1.1711j)
1.73e-06,(-0.12949368970115796+0.31591849188335025j),(-0.589936-2.45309j)
1.7350000000000001e-06,(0.012892319179847475+0.34809261785588097j),(-1.5909-2.02004j)
1.74e-06,(0.20525034399855738+0.19144527262302583j),(-2.19018-0.531232j)
1.745e-06,(0.2740479017526267+0.010382306202478075j),(-1.97343+1.00659j)
1.75e-06,(0.15641932386621984-0.06400533092291892j),(-0.89728+1.0744j)
1.7550000000000001e-06,(-0.008556846259719397-0.04563649856896697j),(0.208947+0.288022j)
1.76e-06,(-0.024871886164010808-0.024187377578009605j),(0.273144+0.0775327j)
1.765e-06,(0.1323459569715279-0.045294244275966365j),(-0.742345+0.872284j)
1.77e-06,(0.2815774961986403-0.08876298416056459j),(-1.50636+1.76882j)
1.775e-06,(0.24563857300310277-0.12572867023510392j),(-1.22229+1.88298j)
1.7800000000000001e-06,(0.06252208082455132-0.14558053044437597j),(0.0968242+1.29439j)
1.785e-06,(-0.05499204189244328-0.12572867023510392j),(0.881008+0.685942j)
1.79e-06,(0.03662343178153869-0.029777901435431797j),(-0.132712+0.392409j)
1.795e-06,(0.251456895984113+0.12983594399415854j),(-2.24816+0.175407j)
1.8000000000000001e-06,(0.3751329294334031+0.25533725959176934j),(-2.83207+0.582137j)
1.805e-06,(0.2952676679186643+0.24016250431509295j),(-2.69163+0.0782863j)
1.81e-06,(0.09355498874866787+0.09058848855193277j),(-1.08637-0.307886j)
1.815e-06,(-0.07564264361408171-0.0626360915078691j),(0.777347+0.100469j)
1.82e-06,(-0.14501003254169248-0.10119903836409364j),(1.45265+0.133276j)
1.825e-06,(-0.15094281069211538-0.04632100715496817j),(1.28012-0.263091j)
1.83e-06,(-0.1316614483855267-0.017113714743743538j),(1.02856-0.40064j)
1.835e-06,(-0.0711931155620264-0.07336065200334778j),(0.832454+0.237323j)
1.84e-06,(0.040502461930910484-0.14113100239232063j),(0.307678+1.18394j)
1.8450000000000001e-06,(0.1399902288300011-0.11728587910731166j),(-0.521856+1.43347j)
1.85e-06,(0.13211771336184508-0.015288254800984865j),(-0.908377+0.669382j)
1.855e-06,(0.004563649856896699+0.039817953344909306j),(-0.228066-0.268149j)
1.86e-06,(-0.1322319462882102-0.0373079403675399j),(1.08713-0.292654j)
1.8650000000000001e-06,(-0.14307051746700658-0.18402946661728273j),(1.79468+0.724j)
1.87e-06,(-0.0055904794088127135-0.2616111808199556j),(1.14038+1.8462j)
1.875e-06,(0.16417738416496339-0.21186763073498138j),(-0.26498+2.19491j)
1.88e-06,(0.21757216527572132-0.11044034876120484j),(-1.12871+1.71236j)
1.885e-06,(0.10553455573283124-0.06514610448523844j),(-0.53298+0.903601j)
1.8900000000000001e-06,(-0.08534044123055849-0.0967495103120384j),(0.97133+0.335823j)
1.895e-06,(-0.2090153634646115-0.13736598292626667j),(2.05107+0.132224j)
1.9e-06,(-0.17547244256312555-0.12310464657441683j),(1.78127+0.189365j)
1.905e-06,(-0.016657338645901493-0.053965279013441406j),(0.370165+0.352748j)
1.91e-06,(0.14250024180737056+0.03080466431443364j),(-1.13195+0.385384j)
1.915e-06,(0.18459974227691897+0.10211179055977779j),(-1.75234+0.0255042j)
1.9200000000000003e-06,(0.09994403187540898+0.14877505200774654j),(-1.35238-0.672667j)
1.925e-06,(-0.006959563253729369+0.16440562777464618j),(-0.640889-1.22894j)
1.93e-06,(-0.020764634629260887+0.15630509093985462j),(-0.484752-1.22453j)
1.935e-06,(0.06571660238792192+0.15904334752690688j),(-1.1027-0.883596j)
1.94e-06,(0.14364101536969007+0.20467984609587386j),(-1.85889-0.88947j)
1.945e-06,(0.11146733388325406+0.27050979243797135j),(-1.88797-1.36082j)
1.95e-06,(-0.007644116288340033+0.28522894946747135j),(-1.15434-1.98809j)
1.955e-06,(-0.09298449084598437+0.21529039590803487j),(-0.212935-1.96353j)
1.96e-06,(-0.07085063902597834+0.1242454201367363j),(0.0242471-1.21019j)
1.9650000000000002e-06,(0.0013690971794994742+0.1035950406581453j),(-0.41091-0.747098j)
1.97e-06,(0.018140522071354834+0.1440975025890559j),(-0.714419-0.963614j)
1.975e-06,(-0.03251593577943666+0.1223059050620505j),(-0.268843-1.02964j)
1.98e-06,(-0.05738804418649489-0.04518023359264864j),(0.607369+0.056244j)
1.985e-06,(-0.0009127299713793638-0.25795972755112434j),(1.08197+1.81893j)
1.99e-06,(0.0495157509613862-0.3029128287493274j),(0.964447+2.18939j)
1.995e-06,(-0.043696983494281055-0.09332674513898497j),(0.665408+0.539944j)
2e-06,(-0.2730211388736251+0.2038813268265549j),(0.742419-2.38778j)
2.005e-06,(-0.44141914075181893+0.32595943276501754j),(0.09023-3.08174j)
2.0100000000000002e-06,(-0.3556222123018945+0.1922440141353922j),(0.861817-2.61323j)
2.015e-06,(-0.04803250086301859-0.020080081594650204j),(0.49308-0.0885864j)
2.02e-06,(0.24187377578009606-0.0894477149896132j),(-1.31714+1.63505j)
2.025e-06,(0.31363827821699536+0.0014831878703142813j),(-2.0118+1.34849j)
2.03e-06,(0.1986330572621333+0.07530038932108105j),(-1.77763+0.272158j)
2.035e-06,(0.0826021846435063-0.005134103310970691j),(-0.600918+0.344515j)
2.04e-06,(0.06913936756097534-0.17204989963311942j),(0.203794+1.49162j)
2.045e-06,(0.07655539580976573-0.2491766823177583j),(0.465893+2.09352j)
2.05e-06,(-0.0212209885027982-0.17147940173043588j),(0.821913+1.17113j)
2.0550000000000002e-06,(-0.20536457692492247-0.052710272524756754j),(1.65595-0.435998j)
2.06e-06,(-0.3151206393431736-0.03776420534385828j),(2.16886-1.09591j)
2.065e-06,(-0.23673996138508704-0.13896324370795193j),(2.24729-0.0203417j)
2.07e-06,(-0.03856294685622463-0.24529631871010213j),(1.32694+1.61209j)
2.075e-06,(0.10268228846246126-0.2577330396427735j),(0.372802+2.22706j)
2.08e-06,(0.08819270850092853-0.17068066021806966j),(0.0426394+1.61754j)
2.085e-06,(-0.023274625382325522-0.027381899141380173j),(0.243675+0.128865j)
2.09e-06,(-0.1033667970484624+0.1440975025890558j),(0.136028-1.43465j)
2.095e-06,(-0.08214569742414053+0.3172875090553527j),(-0.845671-2.31897j)
2.1000000000000002e-06,(0.0215632650201035+0.42681555010696814j),(-2.03889-1.96265j)
2.105e-06,(0.15436557586516883+0.4023999289192758j),(-2.56591-1.20795j)
2.11e-06,(0.2672028158926148+0.2568196207179471j),(-2.64584-0.245436j)
2.115e-06,(0.31067133353416565+0.1018835469500949j),(-2.38106+0.679559j)
2.12e-06,(0.24461181012410083+0.04780425725333572j),(-1.97918+0.63569j)
2.125e-06,(0.0871657233788793+0.09697775392172131j),(-1.06562-0.353408j)
2.13e-06,(-0.06286433511755192+0.16178160411395912j),(-0.237186-1.42899j)
2.135e-06,(-0.09218574933361798+0.17364716041480469j),(-0.0409872-1.63681j)
2.14e-06,(0.021791464181176935+0.13805049151226786j),(-0.689363-0.915449j)
2.1450000000000002e-06,(0.1831167144215987+0.08488395401119275j),(-1.63476+0.125167j)
2.15e-06,(0.26149783686578004+0.013120518340920836j),(-1.92067+0.956099j)
2.155e-06,(0.19646529857776457-0.07929343015377059j),(-1.11457+1.34739j)
2.16e-06,(0.02270412747964205-0.1430705174670067j),(0.380571+1.10444j)
2.165e-06,(-0.1763851947588095-0.12413140945341862j),(1.73951+0.176351j)
2.17e-06,(-0.313980532509996-0.07324664132002999j),(2.29062-0.864666j)
2.175e-06,(-0.32105230627835946-0.14090275878263783j),(2.51224-0.616216j)
2.18e-06,(-0.18151945363991356-0.397721712771443j),(2.67597+0.950333j)
2.1850000000000003e-06,(0.020422358111955485-0.6795281193089082j),(2.69511+1.81576j)
2.19e-06,(0.12310464657441682-0.7018902147385971j),(2.42926+2.16097j)
2.195e-06,(0.021449187663871626-0.37490401909457777j),(1.54803+2.10189j)
2.2e-06,(-0.20080081594650206+0.04244197700559639j),(1.19823-1.02953j)
2.205e-06,(-0.31409387646417175+0.1826602272022331j),(0.977254-2.40273j)
2.21e-06,(-0.16794240363101737-0.026241125579060633j),(1.3512-0.529692j)
2.215e-06,(0.12960770038447567-0.26195343511295616j),(0.2821+2.27242j)
2.22e-06,(0.2966366850906669-0.1613251168945934j),(-1.04856+2.29743j)
2.225e-06,(0.16543239065364806+0.2602421636479532j),(-2.20681-0.888253j)
2.2300000000000002e-06,(-0.13371519638657772+0.6067368539930069j),(-2.19216-2.30563j)
2.235e-06,(-0.29960362977349686+0.5317809413954007j),(-1.40923-2.80617j)
2.24e-06,(-0.16634514284933205+0.11169535524988944j),(0.736741-1.54192j)
2.245e-06,(0.14170150029500414-0.2502034451967601j),(0.13856+2.23769j)
2.25e-06,(0.3551666140547183-0.25967099901612756j),(-0.422621+2.81297j)
2.255e-06,(0.3275573602758448-0.007415939351571409j),(-1.94849+1.53081j)
2.26e-06,(0.14558053044437597+0.19144527262302577j),(-1.88289-0.758624j)
2.265e-06,(0.005020025954738735+0.16246611269996042j),(-0.72543-1.17811j)
2.27e-06,(0.023731112601691265+0.015630509093985463j),(-0.220624-0.050355j)
2.2750000000000002e-06,(0.1714794017304359-0.044381492080282275j),(-1.02822+1.01438j)
2.28e-06,(0.32664394135101865+0.031146918607434244j),(-2.14497+1.23671j)
2.285e-06,(0.36280955245490715+0.11717186842399399j),(-2.49194+1.03416j)
2.29e-06,(0.20730409199960845+0.10154129265709431j),(-1.9495+0.106752j)
2.295e-06,(-0.1137491032509405+0.021106911146566258j),(0.674942-0.657061j)
2.3e-06,(-0.4563649856896699+0.0018254621651891795j),(1.98478-2.0816j)
2.305e-06,(-0.6253341521996889+0.10507806851346553j),(1.344-2.91581j)
2.31e-06,(-0.5228801073469107+0.2690274313117936j),(0.469726-3.08409j)
2.315e-06,(-0.24951893661075894+0.3812935067074137j),(-0.626219-2.79533j)
2.3200000000000002e-06,(-0.02692563416506185+0.3755885276805789j),(-1.52846-2.17815j)
2.325e-06,(0.004677749437433375+0.2589864904301264j),(-1.08387-1.8542j)
2.33e-06,(-0.09560851450667147+0.08499818693755795j),(0.340974-1.05006j)
2.335e-06,(-0.16497612567732975-0.0733606520033478j),(1.49281-0.17625j)
2.34e-06,(-0.1298359439941585-0.14284249610037109j),(1.53603+0.498971j)
2.345e-06,(-0.06708584180297175-0.0824881739601886j),(0.831855+0.346549j)
2.35e-06,(-0.07085063902597842+0.08374318044887327j),(0.162455-0.85808j)
2.355e-06,(-0.1062190643188324+0.2729055724889755j),(-0.419063-2.26706j)
2.36e-06,(-0.042099722712595815+0.394983678427438j),(-1.56503-2.25704j)
2.3650000000000002e-06,(0.1699961516320685+0.4051379632632806j),(-2.62512-1.12814j)
2.37e-06,(0.3956681870134391+0.31956994515218135j),(-2.95634+0.523546j)
2.375e-06,(0.4312648559159763+0.19452578350307878j),(-2.68618+1.14691j)
2.38e-06,(0.2123241179543471+0.0946957623109874j),(-1.96262+0.173769j)
2.385e-06,(-0.10907133158920244+0.05293829389139226j),(0.509066-0.861139j)
2.39e-06,(-0.30028813835949797+0.03593870095249012j),(1.80542-1.51028j)
2.395e-06,(-0.25305482349494046-0.040958726907228835j),(2.00574-0.750277j)
2.4e-06,(-0.06240807014123357-0.2272701851352455j),(1.43165+1.37225j)
2.405e-06,(0.07552841068771649-0.4480375387034795j),(1.72196+2.31599j)
2.4100000000000002e-06,(0.03753596173417534-0.5347456636477561j),(2.2507+2.06353j)
2.415e-06,(-0.12641317882110512-0.38802524861325033j),(2.40859+1.36437j)
2.42e-06,(-0.23982025002209242-0.1091853422725201j),(2.14676-0.149981j)
2.425e-06,(-0.15835883894090558+0.07267614341734653j),(0.860466-1.12336j)
2.43e-06,(0.0807766802521382+0.03046241002143305j),(-0.655164+0.114933j)
2.435e-06,(0.25579285783894534-0.12732593101678918j),(-1.21213+1.91419j)
2.44e-06,(0.14831878703142823-0.18904949257202158j),(-0.329012+1.95584j)
2.445e-06,(-0.22282087932623776-0.08990397996593151j),(1.894-0.254846j)
2.4500000000000003e-06,(-0.5638395009832815+0.018596898169196855j),(1.82786-2.50886j)
2.4550000000000002e-06,(-0.5547119790264408-0.03263016870580187j),(1.97854-2.35404j)
2.46e-06,(-0.1718216560234367-0.2131226372236661j),(2.11462+0.68906j)
2.465e-06,(0.26138227048113055-0.32938197569502337j),(0.325659+2.75597j)
2.47e-06,(0.3879096822286007-0.2608133282797788j),(-0.419471+2.87181j)
2.475e-06,(0.178895207736179-0.08807847557456336j),(-0.966137+1.40472j)
2.48e-06,(-0.0546497875994426+0.041415214126594574j),(0.165982-0.510778j)
2.485e-06,(-0.027381899141380187+0.11272234037193876j),(-0.258002-0.91415j)
2.49e-06,(0.19167351623270865+0.22270531294158816j),(-2.1932-0.701444j)
2.4950000000000003e-06,(0.26868517701879274+0.37319274762957466j),(-2.87416-0.409179j)
2.5e-06,(0.011523235334930822+0.3858561564705971j),(-1.873-1.94184j)
2.505e-06,(-0.38232026958641546+0.10097079475441083j),(1.41705-2.3058j)
2.51e-06,(-0.5341767214464044-0.37912663699523447j),(2.96962-1.21055j)
2.515e-06,(-0.3086178077761621-0.7396537533533132j),(3.27256+0.437051j)
2.52e-06,(0.03936146612554359-0.7749081679628497j),(2.69149+1.80943j)
2.525e-06,(0.15801658464790505-0.5949868640768106j),(1.96844+2.3526j)
2.53e-06,(-0.010724582719783379-0.4596741846654999j),(2.06633+1.92555j)
2.535e-06,(-0.18665349027796996-0.45408477202331504j),(2.74291+0.995731j)
2.5400000000000002e-06,(-0.08328669322950749-0.42076831678713295j),(2.31512+1.55542j)
2.545e-06,(0.27210771994879884-0.2230475672345888j),(-0.480266+2.50481j)
2.55e-06,(0.5741071297732996+0.02726788845806244j),(-1.91589+2.42666j)
2.555e-06,(0.5604169580532754+0.09309850152930207j),(-2.19096+2.16752j)
2.56e-06,(0.2620690014976057-0.07621314151676511j),(-1.53935+1.60024j)
2.565e-06,(-0.048831020132337526-0.26811401238696697j),(1.38261+1.66603j)
2.57e-06,(-0.11865511852236155-0.2750746646316287j),(1.92591+1.34777j)
2.575e-06,(0.0854544519138763-0.14968780420343067j),(0.0238279+1.47275j)
2.58e-06,(0.3804956541672369-0.099944031875409j),(-1.49728+2.27135j)
2.5850000000000002e-06,(0.5285850863737455-0.17079489314443483j),(-1.0435+2.911j)
2.59e-06,(0.41369432058829575-0.1615533605042763j),(-1.10032+2.62952j)
2.595e-06,(0.12139315286636633+0.08362894752250807j),(-1.27665-0.0614558j)
2.6e-06,(-0.12926544609147508+0.40057531350009706j),(-1.24643-2.48399j)
2.605e-06,(-0.1621238584069598+0.4479219723188302j),(-1.37938-2.58705j)
2.61e-06,(0.004449572500664754+0.12915143540815743j),(-0.535933-0.970598j)
2.615e-06,(0.17444567968412372-0.24883220559428373j),(-0.0789402+2.32545j)
2.62e-06,(0.16702987367838068-0.31854318227317935j),(0.457244+2.57795j)
2.625e-06,(-0.004791849017970093-0.09252800362661856j),(0.370051+0.691474j)
2.6300000000000002e-06,(-0.16634514284933216+0.05544830686876158j),(0.936033-1.05619j)
2.635e-06,(-0.18961976823165766-0.14010423951331893j),(1.95437+0.204335j)
2.64e-06,(-0.1292654460914751-0.49287507351703286j),(2.71074+1.27312j)
2.645e-06,(-0.1241314094534186-0.5811811259721367j),(2.89452+1.22934j)
2.65e-06,(-0.19954580945781733-0.2608133282797789j),(2.36214+0.744949j)
2.655e-06,(-0.24255828436609722+0.1490032956174294j),(1.07463-1.96066j)
2.66e-06,(-0.18870723827902092+0.22624342225624378j),(0.353823-2.29906j)
2.665e-06,(-0.15493607376785223-0.0877362212815628j),(1.50762-0.0573663j)
2.67e-06,(-0.29526766791866443-0.4512311712946608j),(3.03661+0.273027j)
2.6750000000000002e-06,(-0.5382837729624117-0.5142104060677198j),(3.21965-0.822017j)
2.68e-06,(-0.5768451641173047-0.2578463835969489j),(2.70773-1.62507j)
2.685e-06,(-0.20718985907324325+0.06446159589923722j),(1.2486-1.24787j)
2.69e-06,(0.36109828098990404+0.23012156343342594j),(-2.70261+0.510889j)
2.695e-06,(0.6422201789413683+0.2160891374204012j),(-2.5628+1.99488j)
2.7e-06,(0.37387725621557616+0.11340684895793995j),(-2.43697+1.11291j)
2.705e-06,(-0.17706992558785822-0.012892319179847466j),(1.21213-0.660422j)
2.71e-06,(-0.4792982457511844-0.1342854720462138j),(2.4695-1.61145j)
2.7150000000000003e-06,(-0.2985768668944948-0.20502210038887442j),(2.60072-0.243276j)
2.7200000000000002e-06,(0.0766694064930835-0.1793516949555447j),(0.25404+1.62599j)
2.725e-06,(0.19304253340471123-0.07872315449413456j),(-1.0636+1.38591j)
2.73e-06,(-0.05453577691612492+0.023046381772642656j),(0.239188-0.382608j)
2.735e-06,(-0.3399918587780421+0.09834677109372379j),(1.51223-2.07685j)
2.74e-06,(-0.3174030754400024+0.19532452501544506j),(0.895451-2.51315j)
2.745e-06,(-0.014603701766374199+0.33212001003902814j),(-1.28748-2.12623j)
2.75e-06,(0.23217508919142957+0.41209861550794213j),(-2.8383-0.72984j)
2.755e-06,(0.17684168197817532+0.31991219944518196j),(-2.45232-0.980128j)
2.7600000000000003e-06,(-0.0934407558223027+0.09834677109372371j),(0.226511-1.14904j)
2.765e-06,(-0.3142072204183472-0.049173274425338115j),(2.17318-1.07111j)
2.77e-06,(-0.3461524360520532+0.018140522071354893j),(1.98362-1.62793j)
2.775e-06,(-0.2559062017931208+0.20490808970555677j),(0.747899-2.36111j)
2.78e-06,(-0.14192974390468713+0.29755010401549314j),(-0.375453-2.45938j)
2.785e-06,(0.008670945840256086+0.2362821407074368j),(-0.991377-1.68456j)
2.79e-06,(0.2460941712502788+0.17684168197817532j),(-2.34364-0.17628j)
2.795e-06,(0.5074786641618836+0.24871886164010826j),(-2.79413+1.37422j)
2.8e-06,(0.6264764814633405+0.34022076911686727j),(-2.85919+1.6241j)
2.8050000000000002e-06,(0.5069074995300576+0.2342286149494332j),(-2.68931+1.41414j)
2.81e-06,(0.23605545279908566-0.063777087313236j),(-1.45663+1.36752j)
2.815e-06,(0.0007986392805645657-0.2601288196937777j),(0.999526+1.81129j)
2.82e-06,(-0.08054843664245526-0.10884308797951954j),(0.991894+0.487753j)
2.825e-06,(-0.014147325668532102+0.26058441794095377j),(-0.9633-1.85422j)
2.83e-06,(0.13782247014563243+0.4689150505765168j),(-2.6549-1.30542j)
2.835e-06,(0.3135227118323461+0.3379383330200386j),(-2.90195-0.0600955j)
2.84e-06,(0.42761340264714487+0.09777627319104024j),(-2.43631+1.47209j)
2.845e-06,(0.36771667894156523+0.0805484366424553j),(-2.36574+1.24817j)
2.8500000000000002e-06,(0.0889912277702475+0.29743676006131764j),(-1.89889-1.46275j)
2.855e-06,(-0.2872824752254749+0.4521445902194869j),(-1.03205-2.85353j)
2.86e-06,(-0.5387393712095879+0.35916032161654987j),(-0.0575653-3.19988j)
2.865e-06,(-0.5418196598465935+0.19190175984239163j),(0.844045-2.95227j)
2.87e-06,(-0.3856294685622461+0.2160891374204012j),(0.734921-2.72769j)
2.875e-06,(-0.2505456994897608+0.38095125241441324j),(-0.611766-2.80585j)
2.88e-06,(-0.19886130087181608+0.3569912294738967j),(-0.655681-2.68349j)
2.885e-06,(-0.13987599590363603+0.006731386316960735j),(1.00025-0.688515j)
2.89e-06,(-0.008214569742414088-0.35322643225089023j),(1.65259+1.95634j)
2.8950000000000002e-06,(0.09754802958135736-0.3081599870985119j),(0.755215+2.34784j)
2.9e-06,(0.02624112557906066+0.10040051909477479j),(-0.633846-0.538006j)
2.905e-06,(-0.19452578350307856+0.36748776860273985j),(-0.74662-2.67166j)
2.91e-06,(-0.32618834310384237+0.1343997049725789j),(1.22487-2.27667j)
2.915e-06,(-0.17319067319543904-0.33725382443403734j),(2.48765+0.936032j)
2.92e-06,(0.1676001493380168-0.46070094754450214j),(1.46662+2.55125j)
2.925e-06,(0.3850583039304204-0.0548780312091255j),(-1.6705+2.09891j)
2.93e-06,(0.29378530679248643+0.40696480111293304j),(-2.94587-0.163985j)
